Genome ID	P-P type	MinGenes cutoff	MinGenes hits	Signature to all genes ratio	P-P score sum	P-P type score sum	Composition	Composition size	Tolerance to gaps	Composition hits	Genome size (bp)	Number of proteins
NZ_CP096752	AB	55	92	0.8	88.4	88.4	AB_1_Composition_7	94	7	94	110967	115
NZ_CP096760	AB	55	90	0.783	86.5	86.5	AB_1_Composition_7	94	7	94	110967	115
NZ_CP096765	AB	55	87	0.757	83.6	83.6	AB_1_Composition_7	94	7	93	110970	115
NZ_CP096767	AB	55	92	0.8	88.4	88.4	AB_1_Composition_7	94	7	94	110967	115
NZ_CP096770	AB	55	90	0.776	86.4	86.4	AB_1_Composition_7	94	7	93	110966	116
NZ_CP077827	AB	55	92	0.8	88.4	88.4	AB_1_Composition_7	94	7	94	110967	115
NZ_CP104752	AB	55	91	0.784	87.5	87.5	AB_1_Composition_7	94	7	94	110967	116
NZ_CP116802	AB	55	92	0.8	88.4	88.4	AB_1_Composition_7	94	7	94	110964	115
NZ_CP102581	AB	55	92	0.793	88.4	88.4	AB_1_Composition_7	94	7	94	110967	116
NZ_CP064204	AB	55	92	0.793	88.4	88.4	AB_1_Composition_7	94	7	94	112156	116
NZ_CP074700	AB	55	92	0.793	88.4	88.4	AB_1_Composition_7	94	7	94	112156	116
NZ_CP074697	AB	55	92	0.793	88.4	88.4	AB_1_Composition_7	94	7	94	112156	116
NZ_CP076738	AB	55	90	0.783	86.6	86.6	AB_1_Composition_7	94	7	92	112124	115
NZ_CP076741	AB	55	92	0.793	88.4	88.4	AB_1_Composition_7	94	7	94	112148	116
NZ_CP076744	AB	55	91	0.784	87.4	87.4	AB_1_Composition_7	94	7	94	112151	116
NZ_CP064195	AB	55	92	0.793	88.4	88.4	AB_1_Composition_7	94	7	94	112156	116
NC_020524	AB	55	92	0.8	88.4	88.4	AB_1_Composition_7	94	7	94	110967	115
NZ_CP033864	AB	55	59	0.894	56.7	56.7	NA	NA	NA	NA	68135	66
NZ_CP034093	AB	55	92	0.821	88.4	88.4	AB_1_Composition_7	94	7	93	110713	112
NZ_CP047974	AB	55	78	0.796	74.4	74.4	AB_1_Composition_30	78	7	78	103751	98
NZ_CP072527	AB	55	85	0.752	81.6	81.6	AB_1_Composition_7	94	7	90	113682	113
NZ_CP059475	AB	55	79	0.675	75.8	75.8	AB_1_Composition_7	94	7	90	113429	117
NZ_CP087333	AB	55	88	0.733	84.5	84.5	AB_1_Composition_7	94	7	93	110738	120
NZ_CP087336	AB	55	83	0.716	79.6	79.6	AB_1_Composition_7	94	7	93	115180	116
NZ_CP121377	AB	55	86	0.729	82.7	82.7	AB_1_Composition_7	94	7	89	113985	118
NZ_CP121372	AB	55	85	0.714	81.7	81.7	AB_1_Composition_7	94	7	89	113985	119
NZ_CP121367	AB	55	85	0.72	81.7	81.7	AB_1_Composition_7	94	7	89	113985	118
NZ_CP023025	AB	55	86	0.748	82.4	82.4	AB_1_Composition_7	94	7	90	113420	115
NZ_CP041590	AB	55	86	0.597	82.5	82.5	AB_1_Composition_7	94	7	90	145071	144
NZ_CP059387	AB	55	81	0.675	77.5	77.5	AB_1_Composition_7	94	7	89	113330	120
NZ_CP107594	AB	55	85	0.752	81.5	81.5	AB_1_Composition_7	94	7	90	110194	113
NZ_CP107600	AB	55	85	0.759	81.5	81.5	AB_1_Composition_7	94	7	90	110194	112
NZ_CP107617	AB	55	85	0.759	81.5	81.5	AB_1_Composition_7	94	7	90	110194	112
NZ_CP104298	AB	55	85	0.746	81.4	81.4	AB_1_Composition_7	94	7	89	106589	114
NC_023031	AB	55	89	0.761	85.3	85.3	AB_1_Composition_7	94	7	91	113866	117
NZ_CP062920	AB	55	85	0.72	81.5	81.5	AB_1_Composition_7	94	7	90	113139	118
NZ_CP110466	AB	55	51	0.614	48.7	48.7	NA	NA	NA	NA	80243	83
NZ_CP058730	AB	55	87	0.791	83.3	83.3	AB_1_Composition_7	94	7	90	110272	110
NZ_CP026128	AB	55	85	0.752	81.4	81.4	AB_1_Composition_7	94	7	89	110754	113
NZ_AP022239	AB	55	89	0.748	85.5	85.5	AB_1_Composition_7	94	7	92	114365	119
NZ_CP087310	AB	55	81	0.723	77.9	77.9	AB_1_Composition_7	94	7	87	111162	112
NZ_CP059543	AB	55	85	0.708	81.6	81.6	AB_1_Composition_7	94	7	90	117806	120
NZ_CP018333	AB	55	91	0.835	87.4	87.4	AB_1_Composition_7	94	7	93	112773	109
NZ_CP046537	AB	55	85	0.752	81.5	81.5	AB_1_Composition_7	94	7	91	112007	113
NZ_CP033863	AB	55	25	0.962	24.4	24.4	NA	NA	NA	NA	23171	26
NZ_CP102763	AB	55	43	0.341	40.4	40.4	NA	NA	NA	NA	133579	126
NZ_CP102935	AB	55	44	0.346	41.4	41.4	NA	NA	NA	NA	133577	127
NZ_CP027182	AB	55	32	0.337	29.2	29.2	NA	NA	NA	NA	105127	95
NZ_CP027185	AB	55	32	0.333	29.2	29.2	NA	NA	NA	NA	105128	96
NZ_CP028569	AB	55	33	0.264	30.1	30.1	NA	NA	NA	NA	121612	125
NZ_CP069498	AB	55	44	0.355	41.4	41.4	NA	NA	NA	NA	128321	124
NZ_CP077239	AB	55	32	0.291	29.2	29.2	NA	NA	NA	NA	108027	110
NZ_CP118934	AB	55	29	0.274	26.5	26.5	NA	NA	NA	NA	99281	106
NZ_CP028139	AB	55	29	0.225	26.5	26.5	NA	NA	NA	NA	133709	129
NZ_CP026705	AB	55	2	0.016	1.9	1.9	NA	NA	NA	NA	113706	129
NZ_CP027122	AB	55	2	0.016	1.9	1.9	NA	NA	NA	NA	113706	129
NZ_CP035046	AB	55	2	0.017	1.9	1.9	NA	NA	NA	NA	106963	121
NZ_CP027608	AB	55	2	0.017	1.9	1.9	NA	NA	NA	NA	106967	121
NZ_CP040426	AB	55	2	0.016	1.9	1.9	NA	NA	NA	NA	111449	127
NZ_CP031384	AB	55	2	0.016	1.9	1.9	NA	NA	NA	NA	106974	123
NZ_CP031445	AB	55	2	0.016	1.9	1.9	NA	NA	NA	NA	112216	127
NZ_CP029570	AB	55	1	0.008	0.9	0.9	NA	NA	NA	NA	108151	125
NC_017397	cp32	18	30	0.732	28.7	24.8	cp32_Composition_1	32	6	32	30697	41
NC_011731	cp32	18	29	0.763	27.7	23.9	cp32_Composition_1	32	6	29	30330	38
NZ_CP094586	cp32	18	29	0.707	27.7	24	cp32_Composition_1	32	6	31	30642	41
NZ_CP077732	cp32	18	27	0.711	25.7	22.2	cp32_Composition_1	32	6	29	28639	38
NZ_CP094581	cp32	18	30	0.732	28.7	24.8	cp32_Composition_1	32	6	32	30287	41
NZ_CP094584	cp32	18	29	0.707	27.8	24.1	cp32_Composition_1	32	6	31	30263	41
NZ_CP077729	cp32	18	30	0.714	28.7	24.8	cp32_Composition_1	32	6	32	31004	42
NZ_CP028881	cp32	18	30	0.714	28.7	24.8	cp32_Composition_1	32	6	32	31009	42
NZ_CP094602	cp32	18	32	0.78	30.6	26.4	cp32_Composition_1	32	6	32	29839	41
NC_000951	cp32	18	32	0.78	30.6	26.4	cp32_Composition_1	32	6	32	29838	41
NZ_CP019847	cp32	18	32	0.744	30.6	26.4	cp32_Composition_1	32	6	32	30418	43
NZ_CP019920	cp32	18	23	0.676	21.7	18.5	cp32_Composition_66	28	6	22	25789	34
NZ_CP019758	cp32	18	32	0.762	30.6	26.4	cp32_Composition_1	32	6	32	30222	42
NZ_CP094600	cp32	18	31	0.738	29.6	25.5	cp32_Composition_1	32	6	31	30224	42
NC_000949	cp32	18	32	0.744	30.6	26.4	cp32_Composition_1	32	6	32	30223	43
NC_017425	cp32	18	30	0.714	28.7	24.8	cp32_Composition_1	32	6	32	30804	42
NZ_CP015801	cp32	18	29	0.707	27.8	24.1	cp32_Composition_1	32	6	31	30406	41
NZ_CP015785	cp32	18	29	0.707	27.8	24.1	cp32_Composition_1	32	6	31	30406	41
NZ_CP017204	cp32	18	29	0.707	27.7	24	cp32_Composition_1	32	6	31	30192	41
NZ_CP074065	cp32	18	29	0.707	27.7	24	cp32_Composition_1	32	6	31	30189	41
NZ_CP094564	cp32	18	28	0.7	26.8	23.2	cp32_Composition_1	32	6	30	30193	40
NC_017396	cp32	18	30	0.732	28.7	24.8	cp32_Composition_1	32	6	32	30019	41
NC_015908	cp32	18	29	0.707	27.7	24	cp32_Composition_1	32	6	31	30547	41
NC_015909	cp32	18	29	0.725	27.7	24	cp32_Composition_1	32	6	32	29936	40
NZ_CP019846	cp32	18	26	0.743	24.7	21.1	cp32_Composition_1	32	6	27	30726	35
NZ_CP019849	cp32	18	28	0.737	26.7	22.9	cp32_Composition_1	32	6	30	30674	38
NZ_CP019918	cp32	18	32	0.438	30.6	26.4	cp32_Composition_1	32	6	32	56632	73
NZ_CP019756	cp32	18	32	0.395	30.6	26.4	cp32_Composition_1	32	6	32	61418	81
NZ_CP094604	cp32	18	31	0.756	29.6	25.5	cp32_Composition_1	32	6	31	30886	41
NZ_CP094599	cp32	18	29	0.744	27.7	23.7	cp32_Composition_1	32	6	29	30749	39
NC_000953	cp32	18	32	0.762	30.6	26.4	cp32_Composition_1	32	6	32	30885	42
NC_011736	cp32	18	30	0.732	28.7	24.8	cp32_Composition_1	32	6	32	30964	41
NC_011722	cp32	18	27	0.771	25.7	22.1	cp32_Composition_1	32	6	27	30467	35
NZ_CP094582	cp32	18	30	0.714	28.7	24.8	cp32_Composition_1	32	6	32	30796	42
NZ_CP094603	cp32	18	29	0.707	27.7	23.9	cp32_Composition_1	32	6	31	30801	41
NC_000952	cp32	18	30	0.714	28.7	24.8	cp32_Composition_1	32	6	32	30800	42
NZ_CP077731	cp32	18	27	0.711	25.8	22.3	cp32_Composition_1	32	6	29	29645	38
NZ_CP017206	cp32	18	32	0.762	30.6	26.4	cp32_Composition_1	32	6	32	30617	42
NZ_CP074066	cp32	18	32	0.762	30.6	26.4	cp32_Composition_1	32	6	32	30617	42
NZ_CP031406	cp32	18	25	0.694	23.7	20.5	cp32_Composition_1	32	6	26	30606	36
NC_017394	cp32	18	31	0.443	29.7	25.6	cp32_Composition_1	32	6	31	60739	70
NC_017424	cp32	18	29	0.725	27.7	24	cp32_Composition_1	32	6	31	30154	40
NZ_CP094585	cp32	18	30	0.732	28.7	24.8	cp32_Composition_1	32	6	31	30637	41
NZ_CP031405	cp32	18	14	0.609	12.9	10.9	NA	NA	NA	NA	19997	23
NC_015905	cp32	18	26	0.703	24.9	21.6	cp32_Composition_1	32	6	29	30092	37
NZ_CP017209	cp32	18	28	0.718	26.7	23.2	cp32_Composition_1	32	6	30	30054	39
NZ_CP074069	cp32	18	28	0.718	26.7	23.2	cp32_Composition_1	32	6	30	30054	39
NZ_CP094567	cp32	18	28	0.718	26.7	23.2	cp32_Composition_1	32	6	30	30055	39
NC_011720	cp32	18	16	0.254	15	12.7	cp32_Composition_1	32	6	32	48168	63
NZ_CP017205	cp32	18	32	0.78	30.6	26.4	cp32_Composition_1	32	6	32	30176	41
NZ_CP074071	cp32	18	32	0.78	30.6	26.4	cp32_Composition_1	32	6	32	30176	41
NZ_CP094563	cp32	18	31	0.775	29.6	25.5	cp32_Composition_1	32	6	31	30177	40
NZ_CP094583	cp32	18	29	0.707	27.7	24	cp32_Composition_1	32	6	30	30302	41
NC_017400	cp32	18	8	0.471	7.2	6.1	NA	NA	NA	NA	15915	17
NC_017428	cp32	18	29	0.725	27.7	24	cp32_Composition_1	32	6	30	30314	40
NC_015906	cp32	18	17	0.288	15.8	13.5	NA	NA	NA	NA	66242	59
NC_017427	cp32	18	30	0.732	28.7	24.8	cp32_Composition_1	32	6	32	29707	41
NC_015910	cp32	18	28	0.683	26.9	23.3	cp32_Composition_1	32	6	30	30767	41
NZ_CP077730	cp32	18	28	0.737	26.7	23	cp32_Composition_1	32	6	29	30868	38
NZ_CP017203	cp32	18	32	0.78	30.6	26.4	cp32_Composition_1	32	6	32	29892	41
NZ_CP074070	cp32	18	29	0.763	27.7	23.9	cp32_Composition_1	32	6	29	29890	38
NZ_CP094568	cp32	18	31	0.775	29.6	25.5	cp32_Composition_1	32	6	31	29893	40
NZ_CP019850	cp32	18	25	0.758	23.8	20.5	cp32_Composition_1	32	6	26	30580	33
NZ_CP019921	cp32	18	31	0.419	29.6	25.5	cp32_Composition_1	32	6	31	62238	74
NZ_CP019760	cp32	18	24	0.75	22.8	19.6	cp32_Composition_14	31	6	25	30651	32
NZ_CP094605	cp32	18	24	0.75	22.8	19.6	cp32_Composition_14	31	6	25	30652	32
NC_000954	cp32	18	24	0.75	22.8	19.6	cp32_Composition_14	31	6	25	30651	32
NC_000948	cp32	18	32	0.762	30.6	26.4	cp32_Composition_1	32	6	32	30750	42
NC_017393	cp32	18	29	0.725	27.8	24	cp32_Composition_1	32	6	31	29902	40
NZ_CP017208	cp32	18	29	0.763	27.8	24	cp32_Composition_1	32	6	29	30017	38
NZ_CP074068	cp32	18	26	0.743	24.8	21.4	cp32_Composition_1	32	6	26	30008	35
NZ_CP094566	cp32	18	30	0.789	28.8	24.9	cp32_Composition_1	32	6	30	30019	38
NZ_CP019919	cp32	18	30	0.75	28.8	24.8	cp32_Composition_1	32	6	30	31245	40
NZ_CP019757	cp32	18	30	0.75	28.8	24.8	cp32_Composition_1	32	6	30	31245	40
NC_017426	cp32	18	30	0.714	28.7	24.8	cp32_Composition_1	32	6	32	31085	42
NZ_CP019848	cp32	18	31	0.775	29.7	25.5	cp32_Composition_1	32	6	31	30299	40
NZ_CP019759	cp32	18	30	0.769	28.7	24.7	cp32_Composition_1	32	6	30	30300	39
NZ_CP094601	cp32	18	31	0.775	29.7	25.5	cp32_Composition_1	32	6	31	30300	40
NC_000950	cp32	18	31	0.775	29.7	25.5	cp32_Composition_1	32	6	31	30299	40
NC_011735	cp32	18	32	0.78	30.6	26.4	cp32_Composition_1	32	6	32	29806	41
NZ_CP015798	cp32	18	29	0.763	27.7	24	cp32_Composition_1	32	6	31	30433	38
NZ_CP015782	cp32	18	29	0.763	27.7	24	cp32_Composition_1	32	6	31	30433	38
NZ_CP015799	cp32	18	25	0.758	23.7	20.5	cp32_Composition_1	32	6	28	27866	33
NZ_CP015783	cp32	18	25	0.758	23.7	20.5	cp32_Composition_1	32	6	28	27866	33
NC_015904	cp32	18	31	0.738	29.7	25.6	cp32_Composition_1	32	6	32	30529	42
NZ_CP031411	cp32	18	16	0.615	14.9	12.7	NA	NA	NA	NA	21898	26
NZ_CP019855	cp32	18	29	0.527	27.7	23.7	cp32_Composition_1	32	6	30	52971	55
NZ_CP019926	cp32	18	29	0.537	27.7	23.7	cp32_Composition_1	32	6	30	52971	54
NZ_CP019766	cp32	18	29	0.518	27.7	23.7	cp32_Composition_1	32	6	30	52951	56
NZ_CP094616	cp32	18	29	0.527	27.7	23.7	cp32_Composition_1	32	6	30	52696	55
NC_000956	cp32	18	29	0.5	27.7	23.7	cp32_Composition_1	32	6	30	52971	58
NZ_CP028880	cp32	18	21	0.6	20.3	17.6	cp32_Composition_1	32	6	26	28588	35
NZ_CP059025	cp32	18	24	0.585	23	20	cp32_Composition_1	32	6	31	30693	41
NZ_CP059021	cp32	18	11	0.458	10.3	8.7	NA	NA	NA	NA	21661	24
NC_017423	cp32	18	26	0.684	24.9	21.6	cp32_Composition_1	32	6	32	27767	38
NZ_CP059027	cp32	18	6	0.316	5.8	5	NA	NA	NA	NA	18985	19
NZ_CP028864	cp32	18	25	0.625	24.1	20.8	cp32_Composition_1	32	6	31	29563	40
NZ_CP094587	cp32	18	16	0.667	14.9	12.9	NA	NA	NA	NA	21166	24
NC_017402	cp32	18	24	0.686	22.7	19.7	cp32_Composition_1	32	6	27	30658	35
NZ_CP031408	cp32	18	25	0.735	23.8	20.6	cp32_Composition_1	32	6	26	30883	34
NZ_CP017207	cp32	18	8	0.4	7.2	6.1	NA	NA	NA	NA	18340	20
NZ_CP074067	cp32	18	8	0.4	7.2	6.1	NA	NA	NA	NA	18341	20
NZ_CP094565	cp32	18	8	0.4	7.2	6.1	NA	NA	NA	NA	18341	20
NZ_CP015800	cp32	18	22	0.688	21.2	18.2	cp32_Composition_65	24	6	23	30330	32
NZ_CP015784	cp32	18	22	0.688	21.2	18.2	cp32_Composition_65	24	6	23	30297	32
NZ_CP031407	cp32	18	9	0.45	8	6.8	NA	NA	NA	NA	14018	20
NZ_CP015802	cp32	18	6	0.462	5.3	4.5	NA	NA	NA	NA	17017	13
NZ_CP015786	cp32	18	6	0.462	5.3	4.5	NA	NA	NA	NA	17017	13
NC_015903	cp32	18	29	0.784	27.7	24	cp32_Composition_1	32	6	31	30294	37
NC_017398	cp32	18	24	0.727	22.9	19.8	cp32_Composition_16	31	6	25	29615	33
NZ_CP028868	cp32	18	23	0.639	22	19.2	cp32_Composition_1	32	6	28	30422	36
NZ_CP028874	cp32	18	14	0.275	13.3	11.5	cp32_Composition_32	30	6	24	54911	51
NZ_CP094588	cp32	18	15	0.6	14.1	11.9	NA	NA	NA	NA	21173	25
NZ_CP018747	cp32	18	23	0.59	22.2	19.1	cp32_Composition_1	32	6	30	27673	39
NZ_CP018748	cp32	18	22	0.629	21.1	18.3	cp32_Composition_1	32	6	26	27114	35
NZ_CP031410	cp32	18	8	0.533	7.1	6.1	NA	NA	NA	NA	13328	15
NC_017422	cp32	18	11	0.55	10	8.5	NA	NA	NA	NA	17483	20
NZ_CP075389	cp32	18	1	0.012	1	0.9	cp32_Composition_1	32	6	31	60640	81
NZ_CP044542	cp32	18	1	0.071	0.8	0.7	NA	NA	NA	NA	16877	14
NZ_CP059024	cp32	18	5	0.333	4.4	3.8	NA	NA	NA	NA	9918	15
NZ_CP018752	cp32	18	1	0.062	0.8	0.7	NA	NA	NA	NA	20750	16
NZ_CP028871	cp32	18	1	0.059	0.8	0.7	NA	NA	NA	NA	25672	17
NZ_CP059020	cp32	18	3	0.143	2.6	2.2	NA	NA	NA	NA	22002	21
NZ_CP059023	cp32	18	1	0.125	0.8	0.7	NA	NA	NA	NA	7301	8
NZ_CP028875	cp32	18	3	0.077	2.6	2.3	NA	NA	NA	NA	50866	39
NZ_CP059019	cp32	18	1	0.037	0.8	0.7	NA	NA	NA	NA	32549	27
NZ_CP059026	cp32	18	2	0.111	1.8	1.5	NA	NA	NA	NA	13956	18
NZ_CP027046	N15	7	39	0.672	38.8	38.7	N15_Composition_19	43	9	42	55018	58
NZ_CP018314	N15	7	42	0.646	41.8	41.7	N15_Composition_19	43	9	43	68601	65
NZ_CP018688	N15	7	42	0.627	41.8	41.7	N15_Composition_19	43	9	43	75838	67
NZ_CP018703	N15	7	42	0.689	41.8	41.7	N15_Composition_19	43	9	43	66149	61
NZ_CP018709	N15	7	42	0.575	41.8	41.7	N15_Composition_19	43	9	43	73019	73
NZ_CP018715	N15	7	41	0.612	40.8	40.7	N15_Composition_19	43	9	42	80892	67
NZ_CP018721	N15	7	42	0.568	41.8	41.7	N15_Composition_19	43	9	43	73597	74
NZ_CP018697	N15	7	42	0.568	41.8	41.7	N15_Composition_19	43	9	43	79806	74
NZ_CP017988	N15	7	42	0.618	41.8	41.7	N15_Composition_19	43	9	43	73221	68
NZ_CP032224	N15	7	39	0.47	38.8	38.7	N15_Composition_19	43	9	42	73056	83
NZ_AP023151	N15	7	38	0.655	37.8	37.7	N15_Composition_19	43	9	40	54548	58
NZ_CP091590	N15	7	39	0.672	38.8	38.7	N15_Composition_19	43	9	42	55026	58
NZ_OV408204	N15	7	40	0.755	39.8	39.7	N15_Composition_19	43	9	42	52608	53
NZ_CP031794	N15	7	38	0.717	37.8	37.7	N15_Composition_19	43	9	39	53774	53
NZ_CP031806	N15	7	40	0.702	39.8	39.7	N15_Composition_19	43	9	42	53943	57
NZ_CP061057	N15	7	41	0.672	40.8	40.7	N15_Composition_19	43	9	42	57450	61
NZ_CP061066	N15	7	41	0.672	40.8	40.7	N15_Composition_19	43	9	42	57450	61
NZ_LR890260	N15	7	40	0.702	39.8	39.7	N15_Composition_19	43	9	42	53948	57
NZ_LR890432	N15	7	40	0.714	39.8	39.7	N15_Composition_19	43	9	42	53938	56
NZ_LR890506	N15	7	40	0.714	39.8	39.7	N15_Composition_19	43	9	42	53943	56
NZ_LR890521	N15	7	40	0.702	39.8	39.7	N15_Composition_19	43	9	42	53943	57
NZ_LR890638	N15	7	40	0.702	39.8	39.7	N15_Composition_19	43	9	42	53939	57
NZ_LR890708	N15	7	40	0.714	39.8	39.7	N15_Composition_19	43	9	42	53758	56
NZ_LR890486	N15	7	41	0.759	40.8	40.7	N15_Composition_19	43	9	42	53776	54
NZ_LR890558	N15	7	41	0.759	40.8	40.7	N15_Composition_19	43	9	42	53776	54
NZ_CP034049	N15	7	41	0.745	40.8	40.7	N15_Composition_19	43	9	43	54880	55
NZ_CP057317	N15	7	40	0.727	39.8	39.7	N15_Composition_19	43	9	41	53776	55
NZ_CP036330	N15	7	38	0.745	37.8	37.7	N15_Composition_19	43	9	40	47429	51
NZ_CP083056	N15	7	42	0.195	41.8	41.7	N15_Composition_19	43	9	43	204868	215
NZ_CP083039	N15	7	28	0.683	27.8	27.8	N15_Composition_3	23	9	19	45991	41
NZ_LR025094	N15	7	40	0.755	39.8	39.7	N15_Composition_19	43	9	42	55398	53
NZ_CP076011	N15	7	39	0.672	38.8	38.7	N15_Composition_19	43	9	42	54615	58
NZ_CP076865	N15	7	15	0.714	15	14.9	N15_Composition_7	16	9	12	16943	21
NZ_CP021942	N15	7	41	0.554	40.8	40.7	N15_Composition_19	43	9	42	76739	74
NZ_CP021949	N15	7	40	0.58	39.8	39.7	N15_Composition_19	43	9	41	81698	69
NZ_CP077813	N15	7	41	0.732	40.8	40.7	N15_Composition_19	43	9	43	54288	56
NZ_CP100512	N15	7	41	0.759	40.8	40.7	N15_Composition_19	43	9	43	54288	54
NZ_CP100516	N15	7	41	0.759	40.8	40.7	N15_Composition_19	43	9	43	54288	54
NZ_CP009276	N15	7	42	0.778	41.8	41.7	N15_Composition_19	43	9	43	54715	54
NZ_CP008844	N15	7	39	0.672	38.8	38.7	N15_Composition_19	43	9	41	55298	58
NZ_LN824139	N15	7	38	0.667	37.8	37.7	N15_Composition_19	43	9	40	55416	57
NZ_CP021957	N15	7	43	0.551	42.8	42.7	N15_Composition_19	43	9	43	72122	78
NZ_CP023421	N15	7	42	0.764	41.8	41.7	N15_Composition_19	43	9	43	53096	55
NZ_CP045018	N15	7	40	0.714	39.8	39.7	N15_Composition_19	43	9	43	51887	56
NZ_CP114335	N15	7	40	0.714	39.8	39.7	N15_Composition_19	43	9	43	53712	56
NZ_CP021760	N15	7	42	0.764	41.8	41.7	N15_Composition_19	43	9	43	54404	55
NZ_CP024841	N15	7	42	0.506	41.8	41.7	N15_Composition_19	43	9	43	72689	83
NZ_CP024837	N15	7	40	0.571	39.8	39.7	N15_Composition_19	43	9	41	69628	70
NZ_CP069205	N15	7	42	0.764	41.8	41.7	N15_Composition_19	43	9	43	54404	55
NZ_OW970544	N15	7	42	0.792	41.8	41.7	N15_Composition_19	43	9	43	54404	53
NZ_OW970564	N15	7	42	0.792	41.8	41.7	N15_Composition_19	43	9	43	54404	53
NZ_OW970456	N15	7	42	0.792	41.8	41.7	N15_Composition_19	43	9	43	54404	53
NZ_OW970417	N15	7	42	0.778	41.8	41.7	N15_Composition_19	43	9	43	55181	54
NZ_OW970480	N15	7	42	0.792	41.8	41.7	N15_Composition_19	43	9	43	54404	53
NZ_OW970425	N15	7	42	0.737	41.8	41.7	N15_Composition_19	43	9	43	55958	57
NZ_OW970440	N15	7	42	0.792	41.8	41.7	N15_Composition_19	43	9	43	54404	53
